0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.493369	1
0.494681	1
0.496	1
0.49866	1
0.501348	1
0.502703	1
0.505435	1
0.513812	1
0.519553	1
0.528409	1
0.54386	1
0.560241	1
0.579439	1
0.613861	1
0.643599	1
0.673913	1
0.699248	1
0.723735	1
0.744	1
0.759184	1
0.794872	1
0.812227	1
0.837104	0.994624
0.859813	0.989247
0.870192	0.973118
0.894472	0.956989
0.914439	0.919355
0.913514	0.908602
0.931429	0.876344
0.939024	0.827957
0.937107	0.801075
0.952381	0.752688
0.956204	0.704301
0.974359	0.612903
0.969697	0.516129
0.965517	0.451613
0.961538	0.403226
0.958904	0.376344
0.955224	0.344086
0.948276	0.295699
0.9375	0.241935
0.928571	0.209677
0.914286	0.172043
0.869565	0.107527
0.863636	0.102151
0.875	0.0752688
0.857143	0.0645161
0.857143	0.0645161
0.9	0.0483871
1	0.0376344
1	0.0215054
1	0.00537634
1	0.00537634
1	0.00537634
