0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.464387	1
0.465714	1
0.465714	1
0.465714	1
0.468391	1
0.468391	1
0.472464	1
0.475219	1
0.482249	1
0.490964	1
0.493939	1
0.504644	1
0.515823	1
0.545151	1
0.57193	1
0.599265	1
0.636719	1
0.657258	1
0.684874	1
0.71179	1
0.718062	1
0.744292	1
0.772512	1
0.815	1
0.84456	1
0.857895	1
0.865591	0.98773
0.898876	0.981595
0.907514	0.96319
0.945122	0.95092
0.961538	0.920245
0.96129	0.91411
0.959732	0.877301
0.971014	0.822086
0.977273	0.791411
0.992	0.760736
1	0.674847
1	0.638037
1	0.558282
1	0.435583
1	0.380368
1	0.300613
1	0.276074
1	0.245399
1	0.196319
1	0.147239
1	0.0858896
1	0.0306748
